minute,weighted_name,Head_x,Head_y,movementAmount,isTalking,headAngle,Head_z,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,ElbowRight_x,ElbowRight_y,ElbowRight_z,HandLeft_x,HandLeft_y,HandLeft_z,HandRight_x,HandRight_y,HandRight_z,leanVector_x,leanVector_z,ann,ryan,ken,pat,liz,zoe,kim,eva,ron,meg,dan,sue,ben,andreas,mia,bea,amy,lucia,noe,tonya,laser_cutter,3D_printer
2018-04-06 16:11:00,ben,2.8607592808949582,1.0179197656247068,0.41950000000000004,0.0,1.39658933805,1.66495755,2.883618002406764,1.0638028183211687,1.6128638,2.8658871153338294,0.9924396460277475,1.5541686,2.8813994872127884,1.152383785995234,1.49235425,2.8512521229210517,1.0362138857104868,1.4389295500000001,2.733760610243089,1.1998591556350355,1.37803275,2.826033266407232,0.9038279591131937,1.4000184,0.08010820000000002,0.168109375,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2018-04-06 16:11:00,ken,2.0820662769230767,2.2740745384615386,3.520230769230769,0.0,-1.0590905835,1.3860228538461539,2.037700023076923,2.2270459230769233,1.2191029769230768,2.2461583615384617,2.312867230769231,1.2223762076923077,2.0615310384615384,2.2287904615384617,1.103594453846154,2.181084415384615,2.1947461538461535,1.0824127461538462,1.9960233153846154,2.307984153846154,0.953705330769231,2.0759858615384617,2.153714230769231,0.8779861384615385,-0.38443923846153855,-0.05549186461538462,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-04-06 16:11:00,mia,2.1956380485605447,4.404391604662653,19.844055555555556,0.0,-0.9700638697333334,1.4373367055555555,2.2455784360066215,4.373263286516277,1.2480814277777776,2.11776250465095,4.30197544079795,1.2845518555555555,2.2418327380077,4.370183798577376,1.0754193444444446,2.0660928521452333,4.306504094174465,1.1109797611111112,2.0415306373077056,4.348953065858751,1.0678033722222224,2.1194323898705085,4.44156383784026,1.0143331111111111,-0.025507210555555562,0.1554752422222222,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-06 16:12:00,ben,2.882577070334727,1.0299374411722082,6.205071428571429,0.0,1.0253470504071431,1.7056161142857145,2.9597208524960346,1.049872979493409,1.6521845035714287,2.8344899562124013,0.9998103251839838,1.661461835714286,2.9049903723491814,1.1248149313878908,1.5372444321428567,2.8611047616975163,0.966760664895775,1.5687162607142857,2.772265077690444,1.1942598025577786,1.434055828571429,2.850364666145874,0.9381662341489511,1.4946469249999998,0.20291146714285713,0.13630994792142856,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2018-04-06 16:12:00,ken,2.081752793333333,2.2816272000000004,1.191266666666667,0.0,-1.0590905835,1.3863727799999999,2.0343430933333333,2.2258478,1.2219977266666666,2.24478986,2.3133297333333336,1.2223193066666667,1.9674664466666665,2.3866726,1.2074695066666663,2.1785747066666667,2.195832866666667,1.0809004133333333,1.8765632200000004,2.623265266666666,1.2120093733333333,2.077654166666667,2.1664335333333335,0.8690461666666668,-0.39096235333333335,-0.03740017133333333,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0
2018-04-06 16:12:00,mia,2.4054276860318025,4.214949734666904,26.782499999999995,0.0,-0.06306958528571428,1.4863526607142858,2.443980044654662,4.245432462650365,1.2788367285714286,2.386368406839579,4.111391455925422,1.3034721198214285,2.4152614537071435,4.254079747981666,1.1031160464285714,2.359554186905295,4.071207938985253,1.1290991997857143,2.308015082796736,4.322649842451601,1.09222951275,2.38655307860001,4.079081114859423,1.008140289285714,0.11516875785714287,0.046821172,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-06 16:13:00,ben,2.9227807,1.0247486666666668,4.666,0.0,-1.4457398933666665,1.2888157666666666,2.990894666666667,1.0090506666666668,1.3881071833333332,2.862702666666667,1.0074433333333335,1.3479415666666668,2.918102033333333,1.01661,1.2626622333333335,2.9469299,0.9587906666666667,1.2162236666666668,2.81987119,0.9752146666666667,1.0791505,2.9933370333333333,0.8605899999999999,1.0494209666666665,0.06190657,0.14879251000000002,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
2018-04-06 16:13:00,ken,2.088701228254291,2.3252220597066473,5.506846153846154,0.0,0.7593445712153848,1.8642701461538462,2.1669793324202637,2.345055788950627,1.752385676923077,2.05594245077493,2.29284468527891,1.7826965000000004,2.233822809873879,2.421579422946592,1.6621034153846153,2.1185755549673653,2.314015198128648,1.63219692,2.2005076070195453,2.479847832187285,1.6770355404615385,2.102938311796494,2.402574014714745,1.472308163769231,-0.15186631307692308,0.30005886846153845,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
2018-04-06 16:13:00,mia,2.2934862564989427,4.4524529947621865,2.3195333333333332,0.06666666666666667,-0.5247032535199999,1.4477831073333334,2.3804313040186673,4.421263984245521,1.2354186,2.2045774543390713,4.33441014195068,1.29885412,2.3886622442312273,4.418394475177519,1.0602385066666666,2.1314243492862057,4.342885736219555,1.1318741933333336,2.5897206540758444,4.404830098602637,1.0537143,2.230574898105572,4.418354678381371,1.0323220666666666,-0.08801518666666666,0.18468690933333332,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
2018-04-06 16:13:00,sue,2.137903738372727,2.9369151867658716,6.3304285714285715,0.0,0.9461795518571428,1.5565882291285715,2.2685598869851935,3.0858071059701575,1.3576342714285712,2.1425528029510597,2.801614829048635,1.3498224142857143,2.2529366305601495,3.1097301725271365,1.152767242857143,2.0451961452189718,2.7194587444640126,1.3184733714285717,2.2753327855669974,3.138102985092771,0.959621342857143,1.9314527860500053,2.899433060250928,1.2661349428571427,0.12403361428571427,-0.14838655714285715,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
