minute,weighted_name,Head_x,Head_y,movementAmount,isTalking,headAngle,Head_z,ShoulderLeft_x,ShoulderLeft_y,ShoulderLeft_z,ShoulderRight_x,ShoulderRight_y,ShoulderRight_z,ElbowLeft_x,ElbowLeft_y,ElbowLeft_z,ElbowRight_x,ElbowRight_y,ElbowRight_z,HandLeft_x,HandLeft_y,HandLeft_z,HandRight_x,HandRight_y,HandRight_z,leanVector_x,leanVector_z,eva,mia,ben,zoe,dan,ken,pat,sue,kim,laser_cutter,3D_printer,activity
4/6/18 16:16,kim,2.270177748,3.18355326,60.497,0,-1.208879755,1.547345783,2.266041218,3.085962606,1.366534267,2.295089166,3.141594685,1.338919067,2.178516934,3.06794564,1.239804127,2.289032255,3.102155038,1.36795715,2.03976684,3.137938235,1.2127232,2.28071993,2.989903429,1.299835097,0.413958467,-0.071145667,0,1,1,1,1,0,0,0,0,1,1,cmia
4/6/18 16:16,mia,1.986674138,4.02382672,40.49005263,0.052631579,0.700953177,1.613597822,1.951532224,4.225622545,1.339766639,1.952104514,3.96366788,1.408371187,1.99272831,4.247589756,1.177176486,1.936990817,3.942566601,1.261976839,1.934673157,4.166447202,1.172494388,1.957516077,3.970215643,1.190375186,0.050396293,0.038849174,0,0,1,1,1,0,0,0,1,0,0,i
4/6/18 16:16,zoe,1.793397737,3.156323827,92.258,0,0.072114021,1.535483107,1.289636759,3.970730545,1.241599725,1.256607104,3.971865636,1.2543854,1.328277662,4.018515025,1.10797055,1.265098172,3.922284199,1.135431275,1.232409984,4.042083232,1.071171275,1.255807539,4.070844669,1.106264475,0.007548365,-0.16600207,0,1,1,0,1,0,0,0,1,0,0,cmia
4/6/18 16:17,ben,2.798215823,1.0990595,1.27075,0.0625,-0.478004456,1.297876763,2.69058823,1.187059938,1.081853444,2.911265088,1.007459313,1.068114925,2.627514924,1.2401435,0.886903619,2.951570925,0.935672125,0.921088637,2.646202691,0.915270438,0.917648569,2.699685528,0.910012563,0.915340788,-0.087015358,0.363103419,0,1,0,1,1,0,0,0,0,1,1,tprinter
4/6/18 16:17,dan,2.128926911,3.523184497,86.377,0,-1.142209077,1.5603799,2.050043045,3.646800986,1.318205305,2.143795631,3.417384911,1.34749884,1.944969754,3.562038888,1.17226745,2.068088314,3.394082758,1.16789675,1.76652966,3.362652634,1.0558903,1.90626348,3.225081467,1.0823389,0.06043874,-0.4006687,0,1,1,1,0,0,0,0,0,1,0,i
4/6/18 16:17,mia,1.478335569,3.496045193,34.06531579,0.052631579,0.958837701,1.668213665,1.465565107,3.512241425,1.513128589,1.508239774,3.492797595,1.503969884,1.470068416,3.512084638,1.37584981,1.480513903,3.471839713,1.395876056,1.337960496,3.662972879,1.400971233,1.419336217,3.459901251,1.389051224,-0.176382596,-0.247907972,0,0,1,1,1,0,0,0,0,1,0,czoe
4/6/18 16:17,zoe,1.931179096,3.077140547,101.2858462,0,-0.30820071,1.499935423,1.829995636,3.298447036,1.256131955,1.940437263,3.072509361,1.373801506,1.845270499,3.33017938,1.127705974,1.911770557,3.062350351,1.270263898,1.877902117,3.324119644,1.040907624,1.952232055,3.055597724,1.241462637,0.184526808,-0.047833413,0,1,1,0,1,0,0,0,0,0,0,cmia
4/6/18 16:18,ben,2.636618288,0.956155,6.269538462,0,-0.300604501,1.293227623,2.552441992,1.022154769,1.083316623,2.772940976,0.930717769,1.119849169,2.615940892,0.937607154,0.942245638,2.813057085,0.897519385,0.9716594,2.659226999,0.906437769,1.019541162,2.856568926,1.022772846,0.9781583,-0.349323931,-0.419828923,0,0,0,0,0,0,0,0,0,1,1,tprinter
4/6/18 16:18,mia,1.245165,4.190742,0,0,1.564876602,1.2110248,1.170032,4.152919,1.1175563,1.377516,4.211981,1.1241274,1.121028,4.123735,1.0074949,1.394795,4.119869,1.2713388,1.235842,4.114143,1.2007028,1.282968,4.202883,1.3805881,-0.9898819,-0.186761,0,0,0,0,0,0,0,0,0,0,0,czoe
4/6/18 16:19,ben,2.578346646,0.898655933,5.3908,0,-0.728826766,1.293784273,2.50931284,0.935512867,1.09629702,2.715127262,0.886550133,1.133258167,2.602075868,0.872972067,0.963448587,2.776218615,0.913042067,0.990121707,2.691332774,0.892755067,1.047109633,2.94709592,1.1547,1.01426466,-0.495556147,-0.866644973,0,0,0,0,0,0,0,0,0,0,0,tprinter
4/6/18 16:20,ben,2.626271414,0.8720264,6.220866667,0,-0.336957922,1.293104627,2.55475252,0.954492333,1.079172667,2.7795867,0.855417733,1.115780533,2.5268864,1.0517998,0.90683108,2.79498009,0.794163067,0.959277447,2.391325467,0.968351467,0.822180187,2.740181277,0.808814693,0.963797093,0.051447218,-0.95458042,0,1,0,0,0,0,0,0,0,1,1,tprinter
4/6/18 16:20,mia,1.034867139,1.766082164,0,0,-0.927401934,1.8632006,1.042156968,1.562261536,1.6948687,0.937656676,1.653052571,1.7044436,1.044919817,1.516992563,1.54882981,0.871262622,1.626817799,1.58998885,1.057092123,1.506831898,1.3871816,0.725236497,1.561211928,1.50840214,0.3307937,1,0,0,1,0,0,0,0,0,0,0,0,czoe
4/6/18 16:21,ben,2.631478364,0.890953733,4.6718,0,-0.149691552,1.296778847,2.553618473,0.941494133,1.112231873,2.777713739,0.866810333,1.1147149,2.524754753,1.052584467,0.93188532,2.759763432,0.787594933,0.963858853,2.395280387,0.985507333,0.815245,2.773631207,0.69256914,0.874743293,0.084348831,-0.865144313,0,1,0,0,0,0,0,0,0,1,1,tprinter
4/6/18 16:21,mia,1.039009975,1.584058004,32.5726,0.066666667,0.445317353,2.234869307,1.167993309,1.513159551,2.067898993,0.941767991,1.555569709,2.02949416,1.214251969,1.585176313,1.936366087,0.937814868,1.62302756,1.908122793,1.197440274,1.723332022,1.836543073,1.013304917,1.752856056,1.862450945,0.066513735,-0.228432805,0,0,1,0,0,0,0,0,0,0,0,czoe
4/6/18 16:22,ben,2.70732611,0.970173857,6.908571429,0,-1.238985668,1.296926507,2.630135981,1.000584429,1.104099364,2.826847995,0.9157245,1.110668257,2.580285486,1.092562429,0.924417586,2.824663755,0.833669429,0.947420764,2.543272874,1.013736786,0.8639393,2.760241666,0.765529871,0.828139236,0.049416869,-0.586959343,0,1,0,0,0,0,0,0,0,1,1,tprinter
4/6/18 16:22,mia,1.083439741,2.223396249,23.44285714,0.071428571,0.149163983,1.950882348,1.167954335,2.180824049,1.794621931,1.038931668,2.17870331,1.798208091,1.198054549,2.204865545,1.678190535,1.02819994,2.217530501,1.761171721,1.130183835,2.25926608,1.689267884,1.020274113,2.219009742,1.750078221,0.234746943,0.091782071,0,0,1,1,0,0,0,1,0,1,0,i
4/6/18 16:22,sue,1.3524605,4.138907,29.297,0,0.275111564,1.35128883,1.304268,4.1227475,1.1593261,1.49678835,4.1179735,1.20797845,1.2341645,4.145092,1.07095225,1.50169145,4.1097965,1.20067305,1.2199385,4.1787695,1.14094075,1.47491025,4.069313,1.1669055,-0.3396721,-0.013211464,0,1,0,1,0,0,0,0,0,0,0,i
4/6/18 16:22,zoe,0.972567,4.254998,0,0,1.464681107,1.2254374,2.7258,-0.3,1.562,2.7258,-0.3,1.562,2.7258,-0.3,1.562,1.09398,4.147375,0.9263091,1.068927,4.147626,1.0715452,1.201038,4.193021,1.1781413,-1,-0.05024004,0,1,0,0,0,0,0,1,0,0,0,cmia
4/6/18 16:23,ben,2.706742494,1.033008281,11.063,0,-0.311794341,1.30654535,2.650789045,1.110661268,1.09579251,2.810319541,0.995093133,1.157821093,2.616718418,1.146824578,0.932492383,2.827673688,0.880889223,1.02319156,2.610465159,1.075729995,0.921469243,2.714999031,0.833436167,0.91406577,-0.248764593,-0.45189848,0,1,0,0,0,0,0,0,0,1,1,tprinter
4/6/18 16:23,mia,1.078996551,3.044287499,45.07523077,0,0.728677302,1.687273246,1.129523809,2.999552254,1.568888015,1.113981335,3.023784498,1.563993692,1.134602173,3.003307555,1.465648546,1.122743092,3.00262588,1.497388085,1.112186473,3.048770815,1.444360825,1.096629221,3.035315588,1.464769595,-0.039610307,0.413893882,0,0,1,0,0,0,0,1,0,1,0,czoe
4/6/18 16:23,sue,1.4040116,4.2021262,12.938,0,-1.014653474,1.318327,1.3526686,4.128968,1.22134382,1.4646684,4.1761694,1.22303936,1.3580932,4.0807178,1.10966302,1.4520486,4.1377804,1.10897232,1.3493804,4.0295028,0.9787706,1.4422972,4.1364264,0.96222576,0.02287938,0.111043872,0,1,0,0,0,0,0,0,0,0,0,i
4/6/18 16:24,ben,2.758929008,1.037606408,3.639133333,0,-1.347210452,1.347587483,2.705465291,1.161712677,1.11635271,2.894849651,0.998583847,1.182629287,2.628615211,1.256982667,0.958432013,2.925766181,0.914655924,1.06858116,2.515662059,1.175349597,0.856943757,2.73146701,1.018223855,1.027156457,-0.247027431,-0.57260908,0,1,0,0,0,0,0,0,0,1,1,i
4/6/18 16:24,mia,1.061347382,3.246799469,17.6956,0,0.315643265,1.668224125,1.067576966,3.180882148,1.558964416,1.057923105,3.201974676,1.567873244,1.09145309,3.164712668,1.480867056,1.060801828,3.227957071,1.454925283,1.06898485,3.193788865,1.39774246,1.040186618,3.261941055,1.381916522,0.056619703,0.494432343,0,0,1,0,0,0,0,0,0,0,0,i
4/6/18 16:25,ben,2.796586336,1.06318848,5.233,0,-1.391229203,1.365360233,2.720124363,1.170442292,1.16961038,2.904389199,0.997132331,1.1884948,2.647362504,1.247540346,0.994482583,2.934931054,0.926176605,1.065209107,2.575160513,1.193288266,0.883449453,2.843544673,0.90946473,0.98890185,-0.015671007,-0.32586032,0,0,0,0,0,0,0,0,0,1,1,i
4/6/18 16:25,zoe,1.027255667,4.209473111,9.551222222,0,1.464681107,1.336915511,1.004215111,4.165684333,1.217027789,1.135727444,4.194174,1.244440444,1.007869778,4.139141556,1.169230422,1.180721,4.191314444,1.128739267,1.033597667,4.120320333,1.077731267,1.199639778,4.172562,0.979389944,-0.346296222,0.351710289,0,0,0,0,0,0,0,0,0,0,0,i
4/6/18 16:26,ben,2.824192697,1.0534854,3.494933333,0,-1.117905796,1.280103647,2.721494679,1.184889,1.04066406,2.911781253,0.9698162,1.0581023,2.648138629,1.2348964,0.868304827,2.93817626,0.8849868,0.917345693,2.56000824,1.0947528,0.7626153,2.824751109,0.899717533,0.980433847,0.46455742,-0.188771537,0,0,0,0,0,0,0,1,0,1,1,i
4/6/18 16:26,mia,1.204346818,3.599444901,0,0,-1.007914022,1.7439753,1.319036814,3.652763641,1.5663301,1.17157829,3.721943738,1.50239381,1.33266451,3.756079668,1.3796546,1.079149072,3.71508741,1.3222407,1.259206818,3.823892097,1.52837629,1.14157434,3.754060533,1.0342835,-0.1976981,-0.1957647,0,0,0,1,0,0,0,1,0,1,0,i
4/6/18 16:26,sue,1.854582567,3.081951,31.01966667,0,-0.24605259,1.489587613,1.7889841,3.064934333,1.30502435,1.960525633,3.077045833,1.337224017,1.755262367,3.037443833,1.149809917,1.951883733,3.018433,1.186129733,1.751055517,3.0001715,1.024226583,1.871358,2.946052667,1.039887517,-0.092291617,0.20541561,0,1,1,1,0,0,0,0,0,1,0,i
4/6/18 16:26,zoe,1.090462833,4.182901667,6.408,0,1.464681107,1.415046938,1.047761833,4.124257,1.317077733,1.208317167,4.178666167,1.324970933,1.011708333,4.116488167,1.216512183,1.237619,4.1711175,1.213873883,1.052534333,4.085408167,1.16416345,1.234849833,4.141308,1.074239567,-0.099450021,0.108785533,0,1,0,0,0,0,0,1,0,0,0,i
4/6/18 16:27,ben,2.789419609,1.112111894,17.819,0,-1.228706802,1.343145987,2.717585923,1.2455308,1.14123444,2.901357323,1.079132252,1.167561459,2.69322718,1.235591697,1.055158033,2.899183123,0.983448739,1.072238761,2.642969748,1.17811972,1.040423947,2.855924102,0.985684359,1.168716033,0.051134685,-0.156598515,0,0,0,1,0,0,0,1,1,1,1,i
4/6/18 16:27,kim,2.168886214,1.117865714,7.772714286,0,1.284314935,1.408688771,1.933638943,1.038389286,1.298307414,2.129185271,1.299311286,1.160048443,1.816765557,0.97323,1.242369829,2.065339057,1.384672429,0.999773857,1.815829686,1.043772714,0.962526829,2.0069537,1.312412,0.7500125,0.055306299,0.024653426,0,0,1,1,0,0,0,1,0,1,1,i
4/6/18 16:27,sue,2.1611475,1.126131,39.445,0,-1.076637511,1.4498044,1.9483415,1.060174,1.322229,2.1831848,1.223555,1.2178903,1.9240595,0.996155,1.0860445,2.2376326,1.157023,0.9980395,1.8738828,1.033321,0.8108213,2.3156478,0.937409,0.862706,0.195443,-0.3374505,0,0,1,1,0,0,0,0,1,1,1,i
4/6/18 16:27,zoe,2.266188992,2.095956462,21.51676923,0,0.009320201,1.388174198,2.234987013,1.998462692,1.224050885,2.437607542,2.104154769,1.223415423,2.170624261,1.997174077,1.122817515,2.487148986,2.114112692,1.119568562,2.164676378,2.003267385,1.143742708,2.423345416,2.040822846,1.087828131,-0.286279339,0.036235651,0,0,1,0,0,0,0,1,1,0,0,i
4/6/18 16:28,ben,2.745212381,1.000105696,18.89846667,0,-0.266266142,1.353006838,2.672511824,1.050198178,1.151748651,2.83920463,0.936515861,1.163729291,2.724596516,0.945243395,1.082960686,2.836798081,0.843413695,1.065270369,2.748940509,0.925315693,1.082237847,2.689020047,0.839539628,0.996681647,0.073444222,-0.092321714,0,0,0,1,0,0,0,0,0,1,1,i
4/6/18 16:28,zoe,2.067894917,1.29264,15.3575,0,-0.892791549,1.454649218,1.965478317,1.2361455,1.240757867,2.213897133,1.363134167,1.25378,1.9144587,1.228688833,1.07565385,2.266317867,1.316956667,1.097678867,2.0916917,1.140999667,1.05020025,2.2089493,1.193681167,1.10518515,-0.15294469,0.07444191,0,0,1,0,0,0,0,0,0,0,0,i
4/6/18 16:29,ben,2.546777532,1.476661105,13.02870833,0,-0.264980567,1.485586679,2.536840801,1.553480722,1.313719358,2.625884137,1.411519017,1.319481887,2.567870479,1.457331542,1.29750665,2.604554647,1.272217156,1.354763304,2.559866016,1.488093252,1.237300712,2.567301318,1.312033375,1.194079469,0.162958058,-0.247714328,0,0,0,0,0,0,0,0,0,0,0,i
4/6/18 16:30,ben,2.534486014,1.570406477,4.89204,0,-0.158231186,1.52583476,2.507957446,1.672889783,1.377611912,2.582325365,1.525007289,1.381399992,2.492869257,1.625085863,1.286779492,2.554886833,1.411993731,1.440285416,2.533255898,1.559228086,1.268207306,2.590306,1.420725805,1.236272859,0.23104441,-0.306646667,0,1,0,0,0,1,0,0,0,1,1,i
4/6/18 16:30,ken,2.422072572,2.19351807,135.011,0,-0.071851691,1.8484016,2.455299652,2.277901293,1.6412672,2.437849871,2.222291938,1.647671875,2.49881754,2.274723385,1.448119333,2.399271943,2.259166301,1.504321785,2.366897771,2.265128082,1.744578125,2.50264356,2.292969532,1.555129325,-0.32945535,-0.2225297,0,1,1,0,0,0,0,0,0,1,1,i
4/6/18 16:30,mia,2.228389318,3.365202344,0,0,1.178877011,1.61957525,2.361556342,3.44470437,1.3944617,2.132154747,3.218273202,1.4143359,2.430915508,3.483817682,1.1767164,2.155704073,3.081503663,1.1448075,2.18658174,3.354453231,1.0788256,2.027584736,3.336514156,1.2894387,0.09494225,0.5350605,0,0,1,0,0,1,0,0,0,0,0,i
4/6/18 16:31,ben,2.849509767,1.0411502,2.319466667,0,1.127364275,1.27897982,2.748572695,1.191925667,1.076349693,2.94994064,0.994239067,1.095774867,2.654797455,1.017935133,0.98346936,2.906680533,0.884190267,1.223607553,2.848865133,0.9056622,0.977700967,2.703742107,0.916492,1.043862133,-0.080149408,-0.396083433,0,0,0,0,0,1,0,0,0,1,1,i
4/6/18 16:31,ken,1.900987616,2.840638321,60.39766667,0,-0.866709494,1.458509211,1.881761022,2.813361028,1.315429154,2.012074977,2.821647958,1.307664427,1.83216209,2.80310445,1.223084278,1.994721541,2.796347595,1.154642031,1.799795466,2.81102967,1.109429911,1.95361844,2.800902733,1.079816253,-0.27632714,0.139253356,0,0,1,0,0,0,0,0,0,0,0,i
4/6/18 16:32,ben,2.821044703,1.025452077,1.436538462,0,1.463078664,1.2558913,2.726346897,1.179609538,1.042741246,2.951055254,0.993489231,1.095384969,2.666609448,1.037068231,0.946748823,2.900249969,0.890548615,1.226623892,2.631868482,0.920141,1.061786938,2.66103228,0.925121385,1.0405786,-0.148977485,-0.490906977,0,0,0,0,0,0,0,0,0,1,1,i
4/6/18 16:32,zoe,1.032125,4.206605,0,0,-1.50472065,1.2846453,1.028791,4.155997,1.2314808,1.122036,4.19525,1.2781024,1.044534,4.17416,1.0981624,1.197228,4.203407,1.1977394,1.082471,4.176179,1.2930309,1.085096,4.146954,1.1410292,0.3465007,-0.1371053,0,0,0,0,0,0,0,0,0,0,0,i
4/6/18 16:33,ben,2.817255669,1.0209372,2.413066667,0,1.425543157,1.250487473,2.72244398,1.1791752,1.055052467,2.9540963,0.991624267,1.092233147,2.745344777,0.958135467,0.995210933,2.837046617,0.877568333,1.151950307,2.655459878,0.919746867,1.035618687,2.792797789,0.8959488,0.96633116,-0.173403527,-0.573948793,0,0,0,0,0,0,0,0,0,1,1,i
4/6/18 16:33,ken,1.382405167,4.184081,14.606,0,-1.495146929,1.307311217,1.261735167,4.146313833,1.0727862,1.448819333,4.110164833,1.174720083,1.3108775,4.054869333,0.96795705,1.439213833,4.081139167,1.0402989,1.398938,4.104665833,1.100386533,1.408655333,4.078790167,1.035127883,-0.22313245,0.13298357,0,0,0,0,0,0,0,0,0,0,0,i
4/6/18 16:34,ben,2.826501907,1.0307998,1.945866667,0,1.433195705,1.264075867,2.728553292,1.1571532,1.108994107,2.950409667,0.992956733,1.09252862,2.770391309,0.963655733,1.00641568,2.776212935,0.889738733,1.038240147,2.682185301,0.914022667,1.018834373,2.939261647,0.866726,0.899725833,-0.15032982,-0.55519218,0,0,0,0,0,0,0,0,0,1,1,i
4/6/18 16:34,ken,1.227933333,4.201786467,10.92466667,0,-1.495146929,1.361708313,1.1930748,4.1232952,1.27168134,1.316225267,4.164703933,1.24396678,1.1985792,4.122067067,1.17190826,1.336525067,4.153078533,1.115886253,1.217474733,4.118454867,1.094415893,1.3415898,4.147725867,0.973272407,-0.177779978,0.352861613,0,0,0,0,0,0,0,0,0,0,0,i
4/6/18 16:35,ben,2.91327712,1.052531133,3.900733333,0,1.363709112,1.2640596,2.788547629,1.160790667,1.075470593,2.996889393,0.985566667,1.052546053,2.710215746,1.1265522,0.881953993,2.99121906,0.883619133,0.918688953,2.762422103,0.898807733,1.015524547,2.776723567,0.9020576,1.018267087,0.27622244,0.139762133,0,0,0,1,0,0,0,0,0,1,1,i
4/6/18 16:35,ken,1.185066111,4.199699556,11.17711111,0,-1.495146929,1.368358589,1.149079667,4.128278778,1.2528168,1.272461889,4.173649,1.250758167,1.123445222,4.119470667,1.126763678,1.293553889,4.170285889,1.142836589,1.175867444,4.133644556,1.166193378,1.332357444,4.166427,0.975569622,-0.122719486,0.270921944,0,0,0,1,0,0,0,0,0,0,0,i
